BUSINESS_NAME,RATING,REVIEW_TEXT
Gourmet China House,3,great place!
Halftime Pizza,4,the lobster roll was the best i have ever had. the roll was soft and chewy then the lobster was buttery and savory and melt in your mouth.
Cafe Quattro,5,the food they serve is always awesome sauce just got to ask for extra dressing for salad and the guys who work there are friendly and very courteous to their customers.
Boston Hot Dog Company,4,it was fresh  delicious and i will go up again
1000 Degrees Pizza Salad Wings,4,excellent service  delicious bibimbap! i will definitely come back!
Saltie Girl,5,open late night good service
The Chicken & Rice Guys,2,the best fine dining in boston! we had the chefs whim  7 courses menu. each course was very delicate and delicious.
Del Frisco's Double Eagle Steakhouse,5,lives up to the rep
Boston Kebab House,5,"great spot for brunch,  expect a wait."
Kashmir Restaurant,5,i had their thanksgiving special breakfast that tasted delicious. its just that you have to wait for a long time about an hour to get a table but their brunch is worth a wait. this is my goto place for a nice brunch in boston.
Grassroots Cafe,2,"high prices  not alot of room for young kids to play, mostly an arcade. not suitable for young children"
Abby Lane,4,every time i come here the food is amazing. large portions of fresh and tasty dishes. my favorites are the pho and the pork vietnamese sandwich.service is fast and friendly. prices are super reasonable. its a great value here. theo only reason i didnt give 5 stars is the dining area itself is not 5 star plush. every other aspect is top notch!
Five Guys,3,as expected
Smith & Wollensky,5,"food 3decor 4service 3came here for a late dinner after soulcycle.1. berkshire pork belly, 9.50okay.2. patatas bravas, 6.50pretty good, and wasnt drenched in sauce.service was okay. water was empty a few times, but the hot bread was nice."
REDD'S IN ROZZIE,5,3.75 points. pho was decent.
El Basha Grille & Bar,4,excellent food. very clean.
SA PA,4,translated by google i love it very cuteoriginalme encanta muy lindo
McDonald's,4,"nice restaurant in the heart of the city. its quite a scenic spot with indoor and outdoor seating.it is known for its prime steak and sea food. its said to be a spot for fine dining but im not too sure especially with the casual ambience.i had a reservation for 8pm but wasnt seated till almost 45minutes later. i wasnt terribly hungry so i didnt mind nursing a cocktail at the bar. i had the plum rose which was amazing.my steak which i had with the brussels sprouts was good. due to the crowd the restaurant pulls, it can get noisy but youre sure to have a good time. the waiters are both knowledgeable about the menu and professional.i didnt notice a wheelchair access but cash and cards are accepted."
Chuck E. Cheese,5,loved the service and the food was amanzingly delicious! the place is very cozy and its the perfect location in downtown or financial district in boston.
Boston Tavern,4,its not mulls but still pretty good
Chart House,4,"good seafood, friendly staff, and a great choice of craft beer. the ambiance is modern and industrial. definitely a good place for seafood in boston."
The Glenville Stops,5,translated by google rich colombian food and a very good atmosphere.originalcomida colombiana rica y muy buen ambiente.
The Paramount,5,"nice spot , like the decore and the staff was very friendly,  the prices are great for food in boston and it was very tasty.  i had the chilli omelette and my friend had the terrakyi wings both very good, the omelette and wings both came in good portions."
Mo'Rockin Fusion,5,"get the chicken strips, half hot, half ginger. now that you are addicted, tell 2 friends.  place is amazing,"
2TWENTY2,5,"santarpios is one of the staples of east boston. the pizza is good, as to be expected. the actual restaurant itself still has that boston feeling of being rough around the edges but, still somehow cozy inside"
Centre Street Cafe,5,a good and reasonably priced burger.
Moko Japanese Cuisine,5,after i ate my lunch i wanted to wash my hands so i walk up to a woman that clearly works their she had came from behind the counter i asked her if she worked her because i needed help with the code to the bathroom witch they have a signe stating to ask a employee for help so thats all i was trying to ask and she looks at me like i said something wrong i only asked if she worked her .. she says no and keeps going.. if you dont like your job find another one plenty of ppl will take yours ..   never again will i stop at this wendys
Harry’s All American,3,"they do burgers and beer well, but struggle with nachos for some reason. the beer is a bit overpriced, but the bartenders and patrons are friendly which makes up for it a bit."
Dragon Bowl,5,"great food, good service. will go again."
Basho Japanese Brasserie,2,"i can believe they have beef tongue, and thy bought me a very big dish of it, the quality ofmeat were very good, only problem is the tofu didnt taste good!"
New Market Pizza,5,honestly the food was great i love it but the service was awful..the counter clerk was very rude and im not sure cause i was black they def look over me standing there and attend to the hispanic customers and the white lady that was in there at the time..it wasnt until i complain the gentleman came and fix my food..he apologize but they was speaking spanish about me ..again we as minorities need to stick together not divided and as much as i love the food..bad service is a no no for me..
Mooncusser,5,"visited with a group of friends that chose this location to snack before heading to the theater. the food was enjoyable and we didnt feel rushed, despite taking a whole corner on a friday night. the teeny, tiny espresso that i got was decent and overpriced."
Double Chin Modern Asian Restaurant,5,translated by google micooooriginalmicooo
Abby Lane,5,great little hole in the wall for ramen fix
Tuscan Kitchen,4,"translated by google there are many people, so if you go after 6 oclock, you usually have to wait. its delicious and the price is around 1525 dollars per person, including tips.original   6     .       1525 ."
Chilli Thai Bistro,5,it was good. a little weak on the ambiance and needed some more appetizers that are easier to share.
Cap't Loui,5,the food is just okay
Boston Market,1,i always come to this place when im in boston. such good food and really nice people.
Lucky's Lounge,5,too expensive. mcds coffee is cheaper and tasted better
Pavement Coffeehouse,5,"lively spot with fantastic food and drinks. portions, prices and people... all a win!! we will be going back!!"
Globe Bar & Cafe,4,great low key seafood and bar on the water. busy everytime ive been here. can draw a college crowd.
2TWENTY2,4,very good pizza. nice fresh sub rolls. the steak and cheese subs need to made a little better. cheese was only on the bottom of the sub.
Mamma Maria,4,"great food,and awesome service"
Legal Test Kitchen,5,"fulfill your soup dumpling craving here. always packed, expect to wait, but the staff are always in high gear to take orders and bring your food. menu is a little overwhelming but everything ive tried has been tasty."
Stephi's in Southie,5,dishes were a bit oily and salty.
Moogy's,5,"cant pass up a taco tuesday without going to loco. this place is really popular in the southie area, so make sure you arrive early. their tropical salsa and guac are on my order everytime!"
Frontera Grill,4,this place is worth every dollar in my pocket i love the food the people are nice.
El Basha Grille & Bar,4,i got food poisoning and it was difficult service
Wing's Kitchen,5,"crowded on an august sunday, half hour wait for okay food. a lot of tourists who seemed drawn to the cheers theme."
The Barking Crab,5,"awesome place to eat, chat and watch a game."
Al's State Street Cafe,3,"great service, delicious, authentic, and well priced food, and a friendly atmosphere. looking forward to going here again!"
Olivio's Grille & Pizzeria,4,amazing food! a really nice atmosphere and central location too!
Lolita Back Bay,5,the server is awesome i get her alot shes very personable outgoing and keeps us coming back every one says the same thing about her.
Towne Stove and Spirits,5,unbeatable. sweet tooth always satisfied.
North 26,5,great bar and small plates
Raising Cane's Chicken Fingers,5,none of the workers are wearing a mask not even the manager but no one can use the bathroom cuz of covid. im pretty sure its a huge safety problem that no one is wearing a mask not even the manager...
Yamato II,4,i want to say its horrible but thats just so itll be easier to get into. its fantastic and worth the trip.
by CHLOE. - Back Bay,1,"north end, you cannot go wrong! been there several times and love it!"
Thai Basil,5,it was okay...a little unimpressed with the amount of protein in both dishes!!
Big Apple Restaurant,2,"good pizza. although its small and better for a quick eat, the pizza was quite tasty."
Fogo de Chão Brazilian Steakhouse,2,chicken soup tastes good
Table Boston,4,"honestly i didnt understand why people were lining up for hours to be seated in this place! nothing special at all. our orders took forever to come, and tasted burnt and not really good. the place is over crowded. we didnt enjoy it at all"
Fin's Sushi & Grill,4,took an hour and a half to get pizza on a sunday night
Honey Dew Donuts,4,"great food, great staff!"
Starbucks,4,"feels like back in spain. the bread, the shrimps, the beer... all like on the old continent. a must try place."
Dumpling Palace,5,great drinks  bartender service.
Falafel King - Summer Street,4,so good i went in the same night. the buffalo chicken sandwich does not disappoint...but you wait.
Fat Baby,4,"a couple of friends and i came here for restaurant week. we preferred to sit by a window with somewhat of a view, versus the dining room which was a bit more dark. we were sat at the end of the bar with a table and tar stools. the sun was just peaking in through the wooden blinds creating a very nice and glowing effect.we ordered different foods so we can try them out.the waitress told us as soon as we sat down after opting the restaurant week menu that there was also a filet mignon that was omitted from the printing of the menus but it was definitely an item we can order. the sides were served family style of two options. grilled summer veggies squash, zucchini and mashed potatoes. i ordered the filet mignon of course and my two friends ordered their aged strip steak. they were cooked exactly as ordered and had such wonderful flavors.we also got a salad and a soup for appetizers.for dessert, we ordered creme brule and the flourless chocolate cake. both are to die for.on the side of service  it was a lot slower than i expected with some wait between meals or waiting for our drinks to be refilled. i think its probably because its in the bar area so they tend to forget or that service just isnt the same as dining room."
Cafeteria Boston,3,still the best soup dumplings in boston. accept no substitutes!
Sprout Mediterranean Inspired Salads,5,"good staff, quick service."
Babbo Pizzeria e Enoteca,5,beautiful view with great food!
Felcaro Pizzeria,5,great micro brew selection. the food items are a little usual for a nice restaurant but once you get over the names the quality is on the plate.
The Halal Guys,2,pizza is always on pointtruly a local gem
bartaco,5,amazing burrata salad and the bartender kaitlyn was great!
Schultzy's Place,1,only place open late night. food was good. waitress acted kind of annoyed we were there but she was still prompt.
Cafe Jaffa,5,local group. little loud. great drinks and service
100X100 DELICIAS,5,great vegan food restaurant!
Crispy Crepes Cafe,5,best tasting pizza ..food quality on point
Temazcal Tequila Cantina,5,this was my first time going to shake shack and it was awesome! really good burgers.
Starbucks,5,amazing selection and a great atmosphere. waiters and cooks were very friendly.
Piattini,5,amazing food ! 1010 reminds me of my mothers cooking ! great quality and customer service. highly recomend if you want something healthier and better than the other food options around boston pita .
Del Frisco's Double Eagle Steakhouse,3,"super busy, but best breakfast in the north end. great selection and yummy. family owned. cash only."
Back Deck,5,excellent whiskey here. oban 14yr.
Trade,5,much pricier than i remember from the past.  food still good though. 2 double cheese burgers and 2 drinks over 20!!
Wingstop,5,"great service, best muffins in town"
Friendly's,4,"id have to agree, best lobster roll ive had"
Papa Razzi Boston,5,"this burger king is small compared to many suburban stores. it is conveniently located in downtown boston across the street from the historic park street church, park street station and boston common. it serves a diverse community, including those who are homeless. i have always found the service attentive, the restaurant areas and restrooms clean and the atmosphere functional. the food is the consistent bk fare and the prices arent jacked for the downtown location."
D'Parma Italian Cuisine,2,highly enrich food served here.... food with roots.
Hard Rock Cafe,5,look at this beef brisket served me straight up fat. never again!
Shin Hakata Ramen,5,the food was hot n tasted fresh.. thank you mcd people
Milkweed,5,"my most favorite place for all things chocolate, espresso and baked goodies. comfortable seating area, quaint music, beautiful decor. i love this shop!"
Phở Pasteur,4,good food
Addis Red Sea,5,translated by google perfectoriginalperfecto
Golden Star Restaurant,5,very tasty and light. service is always pleasant.
Casa Verde Taqueria,5,rude customer service
Acapulcos Mexican Family Restaurant & Cantina,4,"firmly meh. the conveyor is novel and interesting, but if you sit too far from where it exits the kitchen all the god stuff gets taken before it reaches you. the sushi and cake we tried were average, at best. the seared tuna was solid, not special. both rolls we had were supermarket quality. and the cake was blah. would recommend if you want novelty or a first date icebreaker. would not recommend if you want good sushi."
Taco Bell,5,hated it
La Sultana Bakery,5,worst food. unclean plates. dont go here even if they offer it for free.
Minerva Indian Cuisine,5,"in the opinion of this authentic italian american, nebo makes the best homemade pasta in boston!  carla and christine, the italian sisters who own and run it, will keep pasta lovers coming back for more every time.  they also offer a wide variety of gluten free pasta  pizza.celebrity secret  boston celtics favorite hangout!your late night reservations on game nights might be...priceless."
Hei La Moon Restaurant,5,nice teamwork
Loretta's Last Call,5,"great selection, authentic food and excellent service"
Purple Shell,5,"food and service were top notch.  my wife and i sat outside and there is a great view of the harbor and all of ships.  we started with the edamame, king crab rangoons and the spicy clams.  all were amazing!  we had sushi items that were recommended by our server john.  all were great, very fresh and expertly rolled.  we even squeezed in dessert that was wonderful as well.  service was friendly, attentive and we were checked on often.  highly recommend!"
Dunkin',4,very impressed..food was delish
Boston House of Pizza,5,"always great comfort food. try their hearth baked bread for breakfast, beef hash is like heaven, monkey bread is not too sweet and just perfect. everything i had here was awesome . service is slow though for brunch so keep that in mind."
Coco Leaf,5,good for a quick bite
Topacio,1,great example of a taco bell! everything was clean and the service was quick. our food came out pipping hot. overall a great experience!
Longwood Grille & Bar,4,"excellent tacos, chips and salsa was also very good. be careful where you lock your bike outside, the street sign closest to the door can easily be removed!"
Vinoteca di Monica,4,love the food here. chicken is delicious. mussels are great. duck is fabulous. cannot go wrong. good wine list and drinks.
JP Roti Shop,3,"took friends who were visiting boston, had never been there myself. it gets pretty busy but if youre just there for a drink the bar is first come first served. decent beer selection and they have a deal on the cheers mugs if you want to take one home after you finish your drink. cant say how the food is. bathrooms were clean. good tourist destination in boston! definitely glad we went to the original one at beacon st."
Subway,5,"this place simply knows how to satisfy their clients. regularly with a kind demeanor. the food is fairly priced, always flavorful and neat."
Typhoon Asian Bistro,4,best kfc around.
Douzo Sushi,4,"it took me a few visits to come around to tasty burger, and its still not my favorite burger joint in boston, but if im in the fenway area or craving a late night snack, it does the job. my husband get adventurous and loves the gorgonzola burger, but i like to stick to the classic big tasty with fries and a coffee milkshake. ive only ever gotten take out, and the long lines can be a turnoff, but they do accept callahead take out orders."
Chipotle Mexican Grill,4,fantastic food and atmosphere. the service was also great.
UNO Pizzeria & Grill,5,"good food, good live music  good time"
Sweet Kingdom,4,the food is delicious.  different style of mexican food.
Locale,5,"my to go once a week place. friendly, efficient bartenders,and very good food.dining room gets a little noisy when busy."
Rincon Limeño,5,"this used to be my goto barrestaurant with my best friend, however i have since stopped going due to dimished customer service and hosting.first, there is a man that tries to pick up women at the bar. when i complained to staff about him, they told me he was a regular. nothing ended up happening to stop this behavior, of a 4050 year old man trying to take a 20 some year old blatantly home. additionally, i tried coming back here with friends and my dog to sit outside. the attendant had just sat another lady with her dog, and shortly proceeded to make it so difficult for me, we ended up leaving. i dont recommend this restaurant only because the service has diminished over time. otherwise, the food is great."
PURO ceviche bar,5,"this is certainly a place to check out. the restaurant is very cozy, the food was delicious, and the bathroom is kept in good condition. its a few minutes walk away from symphony. i recommend coming here for lunch. i got saigon noodle as the main dish, and for 2 extra for the lunch combo, i got a few other food items, including tofu soup and salad. theres more than enough food for one person."
Melodias Restaurant,5,visited for only the second time and have fallen in love with the mushroom swiss burger.
Bonchon Allston,5,on some days tgis place is the best for food and atmosphere on some days everything feels phoned in. the fries i got this time looked and tasted like old mcds fries. i still will go. this place has more wins than fails.
Capo Restaurant & Supper Club,5,"nice, cozy, breakfast spot! has all the classics and the eggs were cooked perfectly! the potatoes we good, but nothing spectacular. especially if going on a sunday, be sure to arrive before 9am for quick seating!"
Max Brenner,5,the meat of the wellington could be cooked less.
Clover Food Lab,4,"great service, but no drive through, lines can get long."
Wing's Kitchen,5,the lady that took my order and made my burrito had no customer service whatsoever. then i go to eat my burrito and the whole thing was falling apart. the beef tasted old and the rice wasnt good. the best part was the sour cream which they obviously didnt make. the seagulls and pigeons liked the burrito though so i guess i paid 10 to feed the birds.
IHOP,3,"great burger, douchebag taking orders"
Milkweed,5,"i have not actually dine here. i picked up food from their ghost kitchen ghost king thai . you can order online. pick up was smooth and staff was friendly. i tried their fired chicken boxed meal with came with 2 piece of hot thai fried chicken, sticky rice, green papaya salad and shrimp chips. the chicken was crispy, moist, and super spicy. the sticky was rice was decent and the papaya salad was good. shrimp chips were airy and has a shrimp favor. their thai ice tea was perfect to wet down the food. definitely, will be back to try their other stuff"
CLINK. and The Liberty Bar,5,"this. is. the. best. food. in. billerica. i originally gave a lower star rating because of the extremely long wait if you dont call ahead 50 min for food, and i usually would not go back to a place if i ever had to wait that long but the food was just so good. now, all i do is call maybe 3045 min before i would go pick up, and its ready just in time for me to arrive. its now a regular place to visit for my coworkers and i, and if youre in billerica  you have to try it out!"
Up to Me Thai Asian & Ramen,4,the price is reasonable.
State Street Provisions,5,chain restaurant  with good service but mediocre pricey food.  so many great stand alone restraunts in town im not sure why i went there but it was ok for what it wss
Pizza Place,4,"this plane had the nicest owner, and is my favorite ethiopian place in boston."
Empire,5,"great ambience, unforgettable food. cant wait to go back."
Fat Baby,5,good food a bit expensive limited menu overall a good place to get a bit.
Denny's,5,amazing view and fantastic staff!
Noon Mediterranean,5,"waitress gave me the impression she was in a rush to leave work. other than that, the food was amazing."
Amsterdam Falafelshop,4,very good noodle bowls. must try
Zen Restaurant,5,this place was amazeballs. food was just incredible..little expensive but it was good
Ali's Roti Restaurant,5,great place to have burgers and shakes.the burgers here are really good.
Soup Shack JP,4,"one of the best things you can get for lunch is a mei mei double awesome. eggs, pesto, greens, cheese and all locally sourced. do yourself a favor and get it with pastrami too, its worth it. ive never had anything from mei mei that wasnt really good."
Donovan's Irish Pub,5,i didnt realize i could love tinned fish as much as i do
Alfredo's Italian Kitchen/SOUTH BOSTON,4,awesome local historical pub
M&J Teriyaki,5,translated by google the coffeeoriginalel caf
Double Chin Modern Asian Restaurant,3,"local bar, decent ambiance"
McDonald's,5,its gone down hill
Up to Me Thai Asian & Ramen,5,takeout food only.
Hong Kong Eatery,5,quick pit stop
Chutneys Boston,4,i love the el guapo. fried plantains are so good in burritos
Table Boston,5,"huge slices for 2 bucks, and its delicious. been coming here for years."
Shojo,5,they where very rude...
wagamama seaport,5,"delicious fajitas, good drinks, and great people."
Cafeteria Boston,4,dont ever think of buying biryani here.
Mistral,4,"excellent food! very busy so the service was a little slow, but thats what to be expected on a saturday!"
Cappy's Pizza & Subs,4,delicious food and very welcoming service!
Jimmy John's,5,great food for good prices
Serafina,4,always add plantains.
Tuscan Kitchen,4,"food was all that good, pizza was horrible"
Ma Maison,5,"always feel rushed and place seems dirty and grimy. service is awful here, my order was incorrect the first couple times. food is okay, just pho and vietnamese food thats priced pretty cheap."
Boston Chowda Company,5,it was fantastic! always is...
Au Bon Pain,5,not authentic mexican food. i prefer pick any other restaurant around the same area.
MIDA,5,"one of my fav restaurants in boston. i love seafood and this is deff a great spot! the food is very fresh and delicious! the presentation is very nice as well, and the service is amazing! they check up on you frequently, clean up after each plate, and very polite and helpful. i highly recommend! especially for date night or any celebration type event!! i think it is the best in boston. it is, high priced but high, very high quality food. the lobster is for long, the best in boston. i recomend the octopus as an entry. a place to enjoy!"
Galleria Umberto,5,"i would like to start this review by saying that michele, our server, was wonderful. she was very friendly and very attentive. the restaurant was busy and she was totally crushing her section! the service was also super quick there was hardly any wait for the food to come out. in addition, chips and salsa are waiting for you at your table. i love that.now, as a native texan from san antonio, home of some of the best tex mex in the country, i am going to give my honest opinion on the food.oh my god. the food is so bad. not inedible, but not tex mex. how dare you use the image of the great state of texas on your website?? i was excited by the prospect of build your own nachos so ordered nachos with steak, extra cheese, tomatoes, olives, and onions. most nachos feature toppings that are warm at the very least. the chips tasted like cardboard santitas are 2 a bag and they are way better yall, the tomatoes and olives were cold, the steak was chewy and the onions were raw. see attached photo.then the sopapillas. those were not sopapillas. they were basically a very heavy bread not the light puff of delicious cinnamon sugar that it was meant to be.the margaritas were... fine. they were more ice than anything else.i will not be returning to this establishment, as i would rather put my money towards a flight to texas to get the real thing."
Wonder Spice Cafe,3,hole in the wall
Stats Bar & Grille,5,food was .... good. not much else to say
Select Oyster Bar,4,the chicken gyro is fast and delicious! i love that they put french fries in the gyro.
La Gran Manzana,3,get the scallion pancake with roast beef. thank me later!
Durgin-Park Restaurant,5,"like most dunkies you know what your getting, quick service and low prices. this place is tucked away at the back of the food court and theres little on the outside of the building to tell whats in here so walked pasted it at first. theres a reasonable amount of seating inside. the only drawback was that is it was  up some steps to get to the counter and although they do have a disabled elevator to take you up this was partly blocked by a table  chairs so if you was in a wheelchair your probably going to have a problem getting passed."
IndianStyle,4,great seafood right on the water. gets busy so make a reservation if you have a decent size party.
Chilacates Mission Hill,4,"quick grab, tortilla soup is tasty."
Arya Trattoria,5,very good work oven baked pizza.
Boloco,3,this has to be the best bacon double cheeseburger i ever had in my life.
Wolfgang,4,usually crowed during weekend. a popular place for chinese people. see lots of foreigners eating here as well.
The Point,2,"testy smell made me hunger, chicken dog and humberger was nice with beer."
Stats Bar & Grille,5,"whoa!  you havent been here yet??  hurry!  a  celebration of flavor.  potential flavor overwhelm, yes... but isnt that the way of all true celebrations?"
North Street Grille,3,they sell halal chicken. i bought chicken soup from them. it was light and gentle for my stomach.
Club Café,5,"absolutely disappointing. avoid brunch here at all cost.ordered the saltie burger, torched salmon belly, and extra fries for curbside pickup. first of all, the curbside pickup service was way below my expectation. the staff on the phone told me to arrive in 25 mins, and i arrived on time. however, by the time i got there, they didnt come out for 10mins despite notifying them of my arrival few minutes before i arrived.in terms of food, the burger initially seemed okay, but i realized that the patty was a mess  i asked for med rare, but as in the picture, the patty was barely cooked at all. the fries on the side was also very soggy and i eventually ended up throwing out most of it. the torched salmon belly 19 was a huge rip off. for the price, you get a very small portion  half small avocado, 4 salmon belly slices, and diced cucumbers and apples. i would rather pay more for a more quality product than waste money on something i can barely taste. overall, contrary to all the reviews that say this place is fantastic, i can confidently say that this place is not wort a visit, especially for a weekend brunch."
Falafel King - Summer Street,4,one to taste those buffalo wings tapas they were offering at happy hour. lagunitas ipa was nice. the fried calamari wasnt tasteful as it good bemissing more limes but was crispy.
Boston Shawarma,5,"operationally still wip, our reservation was delayed 30m, food is good and cocktails delicious"
Wing's Kitchen,4,super bagels and bagel sandwiches. well worth the wait which will be a while
Anna's Taqueria,5,great place and good staff.
Ruth's Chris Steak House,4,"im not a fan of their tortillas that they use so i always get the burrito bowl and it is one of the best bowls around. i get the steak with refried beans and guac  it comes with lettuce and salsa. it comes in a metal tin which is great if you dont eat it all because the next day you can heat it up in the oven or toaster oven. the one in fenway is nice, it has outdoor seats and some indoor as well. dont come during peak lunch or dinner as you will have to wait but they are pretty fast so if you dont mind a 15min wait then come whenever!"
Eventide Fenway,5,this restaurant chain is family friendly and the food is excellent. always has good servers. good place to take children as well.
City Bar Westin Waterfront,1,its was an okay experience.
Hard Rock Cafe,5,service was great with two floors to go to. great location.
Bootleg Special,5,nice place for a late night meal
Kolbeh Cafe,5,awesome pizza. awesome subs. awesome food. fantastic staff.
Antico Forno,4,"beautiful views, lovely setting and traditional italian. really nice to have lunch with my mom."
Boloco,5,"fish had a very oily texture, seemed to have been fried in oil that was was not up to temp"
Popeyes Louisiana Kitchen,5,delivery quick food decent
Fugakyu Cafe,4,translated by google good very goodoriginalbueno muy bueno
European Pizzeria,5,"translated by google the food was good. a solid italian restaurant. we didnt regret the visit, but we werent knocked off our feet.originaldas essen war gut. ein solides italienisches restaurant. wir haben den besuch nicht bereut, wurden aber auch nicht vom hocker gehauen."
Pushcart Cafe & Pizzaria,3,"great pub, great music. what more needs to be said?"
Thaitation,5,good customer service and quick service
Bullfinchs,5,"we went to srv shortly after they were named in bostons best. the staff were very friendly and were able to accommodate a last minute change to the reservation.atmosphere 55we were lucky enough to sit outside in their outdoor courtyard area. the vinecovered exterior walls surrounding the courtyard, makes the outdoor area quite an awesome spot to dine. highly recommend you try and sit outside.food 35we were somewhat disappointed with the food. while it was by no means bad food, we just had high expectations based on the reviews. what stole the show for use were the appetizers. while small and expensive, they were the highlight of the night.we had almost every pasta dish on the menu the night we were there. most dishes were underseasonsed which was a let down.overall, good experience at srv.alas..."
Beijing Cafe,5,"the staff was polite, attentive and helpful. it felt like everyone went out of their way to make our lunch perfect during the lunch rush on a weekday. the chef offered to create a custom salmon nigiri  apetizer for our group and it was amazing. very reasonable price especially considering the area and definitely somewere im going to go out of my way to eat at again."
The Barking Crab,4,"nice settings, parking is with validated ticket, food is quite good. just a bit salty for my taste"
Charleys Philly Steaks,3,its pretty pricey to not have a big selection on the menu. the staff is awesome
Stash's Pizza,3,"the beers are small. nuff said. jk, the pizza is good and the staff is cool."
Sixth Gear - Cask & Kitchen,4,"maps is going different place, first enter is correct"
Bin 26 Enoteca,5,food was delicious!!
Troquet on South,4,i stop in as much as possible the food is great every time.
Pizza Hut,1,love building my mediterranean salads here!
Flames III,5,"i cannot recommend this place enough.. the tacos were beyond delicious all 7 of them.. spicy margaritas were actually spicy... wonderful atmosphere, it truly takes you to a different place.  just go there.. and sit at the bar."
The Local Wayland,4,had a great experience here. the food was fantastic bw breakfast skillet is pictured and there were so many creative creations that left everyone at the table satisfied. the mimosa tower is the move for an enjoyable boozy brunch.
Shake Shack,4,the place is overrated. the icecream was average. the flavors lack the taste. the fish cone is whats running this place. the cone has a strong flavor of egg. i would just go here for a instagram post or a story. would rather go to amorino for a good icecream. the people who serve the icecream are very greeting. laso would not go here on a coldwindy night. this place can seat only up to 5 people.
Ocean Prime,5,"nice veggie options. every single item on their menu can be made vegetarian. if you dont mind a sugar rush, you can try thier old school frappes. inferno burger is their most flavourful burger and is a must have."
Capitol Coffee House,5,"problem with mobile ordering, called and spoke to customer service a hand full of times . they cant handle or just simple have not resolved a simlple matter . did the email thing and called 1877 number .  mcdonald is a billion dollar industry im sure they can hire the right personal to solve matters of they chose tooooo. issue was it would not show  payment or paid on there end . showed transaction to mcdonalds manager ,loved to my account and had her see it was posted .response was  well its on are end and we dont handle resolutions at store levelagain great job mcdonalds..... great job ."
Zo Greek Cuisine,5,nice dive bar. a good stop on your way to something else.
Boston Pizza & Grill,4,portions are good. service a little slow. nice atmosphere.
Worden Hall,4,"great food and beer, bad service. very beer snobby place."
Chilacates Amory St,1,great cup of coffee
Danas Grillroom,5,beautiful restaurant...great atmosphere...extremely clean...valet parking if you want...excellent service...food was unbelievable...a little pricey but well worth it...i give this a 5 star and i definitely recommend you should try it....
Crispy Crepes Cafe,5,a undervalued jewel. good food and drinks and service.
Moogy's,5,"good prices, good food, feels healthy, had a first date here many many months ago and still has a special place in my heart."
Jook Sing Cafe,5,very good place
El Pelón Taqueria,5,love the nuggets and the sauce. wish they offered a cheddar cheese like in other places in the world
Casa De Nana,4,it was ok food was fair service was good.
Hidden Kitchen,5,finally a restaurant worth ordering from in framingham area!
Phinista Cafe,4,if you go there becarful whit the bill.the waitress are beautiful but they charge xtra.
Lucky Boston Chinese,5,chicken fingers were like dough inside soggy
Peach Farm,4,marginal food wont go again.
Domino's Pizza,5,"friendly service, really good menu, and delicious food. nice vibe in the dining room and at the bar, and sidewalk dining in the summer. pricey like everything else in the neighborhood."
Spinelli's Pasta And Pastries,5,delicious! the lobster salad i had was great! the lobster rolls looked really good. its a very small restaurant and they dont take reservations. we had to write our names down and wait 2hrs for a table on a tuesday night on summer season.
D'Parma Italian Cuisine,5,this place is fantastic the people are friendly the food is fresh and delicious and the prices are very reasonable so go ahead and give them a try you wont regret it
Regina Pizzeria,3,"nice atmosphere, friendly service and good food and drink options"
McDonald's,4,i had beef short ribs noodle soup. it was great. very tasty. and good balance of meat and veggies
Santouka Back Bay,5,great new hot spot!! wait staff is very attentive...no watered down drinks!!...good atmosphere...the food is good and plenty.
Kaju Korean Cuisine — Kenmore,5,"ginger garden, before this epic covid19 bs, we would frequent gg at least 3 times a month for hibachi. food and service always excellent. the chefs are entertaining as well as experienced at their craft. atmosphere is fun and inviting. tables are always clean, food always fresh. they have a private function type room for larger parties. we have tried the sushi, only the california rolls, so not a great example, that being said, it is always fresh and tasty. since covid, we have enjoyed their take out chinese food on multiple occasions. they have done an excellent job keeping their staff and clients safely distancing while picking up our orders. we have had a few dishes, mostly apps, one of our favorites is the chicken lowmein. overall we have not had a bad experience eating in, or take out from ginger garden."
Yankee Lobster,4,amazing!!!
Santarpio's Pizza,4,had the caesar salad with chicken. it was good.
Boston Chowda Company,5,food and atmosphere were great!
Eastern Pearl,4,got the a26 dinner and it all tasted like striaght msg with the bottom barrel pork mixed with day old noodles. this meal runied chinese food for me for awhile. i
Coco Leaf,5,very good pizza with a very large variety of toppings..
The Courtyard Tea Room,5,best steak ive had in boston by far. amazing service excellent food and a joyful experience. i got the fillet minion it was just perfect.
McGreevy's Boston,3,i love that they dont charge for guacamole!
Bricco,4,i like the grilled chicken in this cafe. they serve the grilled chicken direct from grill. added with veggies and rice is good option to eat. my experience is good with this cafe.
La Gran Manzana,5,translated by google cafe au lait is awesome hereoriginalcafe au lait is awesome here
Frontera Grill,5,"while wendys is one of my favorite fastfood chains due to the higher standard of quality in terms of ingredients, the staff here has the tendency to drop the ball. be advised that visiting the store after the dining room has closed often leads to long drivethru waits or low quality food prep. visit during peak meal hours for the a fresher experience or during the weekend days for a higher quality preparation."
Boston Sports Grille,5,one of my favorite restaurants in boston for brunch or dinner. the service is exceptional and i have never had a negative experience!
Pizza Days,5,great onion rings but shake shack has better burgers
Venezia Restaurant Boston,5,food was amazing  loved the 90s soundtrack!
